# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
0 -1.79769313486e+308 0 1459907 1459907 533543 1459907
-1.00631391696 -21103133.8808 0.492765666559 1274126 1459941 705235 1970696
-2.03305475321 -5882062.2902 0.614481904091 1147831 1460527 807102 2142810
-3.01014626409 -2213171.19614 0.806149732013 1069951 1459930 788666 2243368
-4.05426450582 -902526.765213 0.461117763781 1011714 1459627 789042 2226011
-5.09036642123 -434302.193838 0.00960222379724 968783 1460266 891418 2227421
-6.00838506957 -256789.350222 0.976166142525 936730 1459543 816766 2325844
-7.05361184675 -152987.455123 0.582292050453 910729 1459255 713871 2254049
-8.19899276157 -88787.7398646 0.618486655205 892550 1458670 668875 2152608
-9.36259500607 -46277.242456 0.560052889425 874499 1456962 745740 2106300
-10.3997682853 -25140.0119652 0.489730075848 856394 1456291 770458 2179964
-11.4386945262 -14317.1964865 0.995735398973 838945 1456011 754980 2203489
-12.5077464768 -8391.5058242 0.487288253493 821277 1456074 845145 2189274
-13.46088518 -5441.62246259 0.887153542535 804828 1456819 801404 2277750
-14.5042325563 -3532.85489302 0.212067815744 790598 1457546 784128 2235886
-15.5507066207 -2369.31595207 0.67640865959 775462 1459043 829359 2220120
-16.535791678 -1660.01383072 0.950245827404 761120 1457794 766754 2263252
-17.6158517207 -1143.84651507 0.874175690959 748359 1460120 772470 2204940
-18.6633188067 -804.184881788 0.858809548927 733780 1460616 1040999 2211399
-19.4228574403 -629.401164442 0.566001718355 724297 1461271 967673 2473400
-20.3628015425 -466.485243009 0.86513518643 711758 1462809 930666 2405418
-21.3136405788 -345.779575607 0.553625836367 700460 1463824 721023 2370102
-22.4982334143 -239.622028162 0.131185521192 685296 1465221 783739 2167278
-23.5148942531 -173.965291763 0.764527732955 674661 1465348 1051074 2225589
-24.2712297529 -136.373625224 0.597288218946 664529 1465793 996794 2486988
-25.1875525066 -99.6714155001 0.316676226404 655545 1464651 964276 2435810
-26.1160008765 -70.8470671381 0.982370296559 645267 1465596 821792 2404825
-27.1877867267 -44.5252794628 0.336379385406 635343 1465807 806519 2266534
-28.2201481429 -25.3201457432 0.389363177853 627096 1466631 980713 2250941
-29.0552345108 -12.6260402527 0.678804061723 619126 1465751 942156 2418990
