# log_X, log_likelihood, tiebreaker, accepts, tries, exceeds, visits
0 -1.79769313486e+308 0 1592937 1592937 560154 1592937
-1.0433619762 -970656.502583 0.113711395686 1345205 1593346 787133 2131480
-2.03964662966 -332806.172065 0.319916815171 1219038 1592745 868190 2356613
-3.03825408791 -130786.296154 0.222491178114 1136041 1592941 940457 2437774
-3.99190315139 -57532.1476708 0.720272091707 1076345 1593289 932092 2509832
-4.98267418977 -27405.4986294 0.284785990102 1026891 1594299 1019966 2503096
-5.88283123915 -16112.2852697 0.55568363211 986909 1594198 961493 2588084
-6.87325005713 -10944.871246 0.788513930514 946077 1594813 862818 2533316
-7.94838085499 -8766.55053629 0.23399552733 897881 1595381 816808 2436535
-9.03884824163 -7941.21163788 0.606125482544 832840 1594755 914187 2390746
-10.0011520052 -7592.25518254 0.0717737564838 761131 1595441 1014890 2485731
-10.899397137 -7313.72807033 0.153471612433 689158 1595951 1020673 2584878
-11.8302466528 -6792.63705354 0.623054991102 660454 1594558 920020 2590508
-12.8646067048 -5951.60927343 0.280497069572 657837 1594267 883790 2492437
-13.9004763191 -5061.05805257 0.0161832371504 649213 1594957 808556 2456706
-15.0088519359 -4220.49836991 0.146036972206 639950 1596220 828939 2385836
-16.0644923307 -3537.20267807 0.477435026794 634617 1597929 868193 2406046
-17.0833186278 -2965.34220797 0.106367268213 626627 1598011 885823 2444870
-18.0981617939 -2464.97373746 0.343866536769 620532 1598203 713599 2461987
-19.3298445858 -1949.16416235 0.581409907197 614573 1597958 1121217 2293344
-20.052106346 -1697.27813609 0.668139057287 609463 1597948 826731 2688571
-21.2268892325 -1356.6065923 0.190691153242 601023 1593965 865808 2402680
-22.2470304285 -1123.66319798 0.182943671251 593526 1591024 828977 2436154
-23.322963685 -924.826703009 0.286312892722 588189 1588537 1034850 2397686
-24.1670129445 -795.42691135 0.249801052164 582091 1588886 961613 2596909
-25.1606329048 -669.123312746 0.352472163684 577609 1590800 791062 2530210
-26.3190152569 -548.620899609 0.0361597132217 571320 1591230 967437 2364150
-27.2151738693 -469.485652755 0.614982509579 567156 1590392 1072518 2534195
-28.0782296366 -405.243069059 0.129825830062 562890 1588813 892570 2635103
-29.1587867557 -336.811624774 0.276411068989 558554 1590500 1004517 2462224
-30.0578089677 -290.172889713 0.938964543621 553772 1589084 436380 2567595
-31.802409641 -215.983023811 0.882392791519 542403 1584438 685152 2011565
-32.8769994327 -182.503070792 0.727551787109 536117 1585157 518013 2250288
-34.3295946586 -146.138903558 0.741863336703 529197 1591490 647978 2096562
-35.4982352988 -123.753539404 0.730582046474 526536 1597794 850140 2224807
-36.4612902548 -108.352812185 0.465343983066 524406 1600234 609541 2425711
-37.830742555 -89.8879041767 0.53593891723 517763 1600925 478772 2193337
-39.3336722329 -74.1378337442 0.539559497696 511063 1597163 598377 2060438
-40.5622125234 -64.1746639967 0.567234059907 505724 1591116 969595 2173691
-41.3744836612 -58.6897244188 0.582502616221 504844 1590859 1444163 2535900
-41.9461539513 -55.0840247856 0.488379570445 503946 1592901 1963750 3005562
-42.3808085528 -52.6210937292 0.799487275669 503865 1593759 1690575 3519502
-43.1182010147 -48.6991482764 0.822586062724 501821 1595480 1082386 3259384
-44.2185216614 -43.6788979084 0.71622394255 498451 1594725 1033521 2660354
-45.1652421495 -40.1787101035 0.021989069069 496335 1596360 1343684 2613555
-45.8372818285 -38.0315077549 0.295810010444 496246 1598632 1782272 2924389
-46.3409046936 -36.6023912479 0.468348248907 495567 1600335 2365777 3361352
-46.7009954028 -35.6636037791 0.320199812885 494615 1600168 2791267 3943681
-47.0542232255 -34.7882485864 0.364826004223 493893 1600730 2944330 4360847
-47.4535359074 -33.8770821687 0.0717913315361 493664 1601671 3150508 4518479
-47.8206896692 -33.0640665313 0.332486012857 492873 1602562 3439101 4723179
-48.1445206327 -32.3842213513 0.209117367451 491722 1603566 3440581 5010007
-48.5261226891 -31.6304988457 0.480237552679 491189 1605330 2880435 5020100
-49.086105884 -30.5921919048 0.34021943224 489407 1606890 3420366 4475089
-49.3621389846 -30.1419611353 0.875976656312 489921 1608479 3189595 5001359
-49.8172529516 -29.4039006537 0.868473618245 489339 1610118 3404625 4785045
-50.1639336576 -28.8815085637 0.938030984486 488688 1611273 3755131 4995693
-50.4557902502 -28.4639357366 0.862696970282 487254 1612636 4069049 5342263
-50.7340977285 -28.1033910528 0.646392922454 487242 1613832 4395341 5656528
-50.9922022386 -27.7727925982 0.96543090325 487555 1615751 4070185 5980781
-51.3818840745 -27.2854390387 0.116533430673 487260 1617847 4148598 5668975
-51.6996238981 -26.8943390893 0.130532573731 485830 1619668 3974587 5747274
-52.0735361928 -26.4523728954 0.576475684562 486357 1621368 4203576 5576755
-52.3619649896 -26.1477609733 0.9808991328 485926 1622793 4333660 5801757
-52.659200927 -25.832088127 0.270711012364 485816 1623794 4313450 5935469
-52.9836285368 -25.5067238921 0.650451129856 485200 1624890 4673296 5917924
-53.225413705 -25.2799972851 0.0840637111397 486156 1625582 5195999 6277275
-53.4200177991 -25.1023971606 0.238375180174 485984 1626648 5367623 6798521
-53.6612722364 -24.8939850682 0.684593922509 484799 1627810 5638369 6974984
-53.8789159981 -24.7138813327 0.536161021211 485564 1628387 5191618 7243021
-54.2161313869 -24.4301068608 0.393760012206 485007 1629821 4602842 6811007
